nombre,descripcion,fuente,url,tipo_documento,relevancia_predicha,explicacion_predicha,tiempo_ejecucion_seg,tokens_prompt,tokens_respuesta,tokens_totales,relevancia_real,explicacion_real,ano,exitos,peso_real
Resolución Exenta SII N° 71 del 19 de Junio del 2025,"Imparte instrucciones sobre procedimiento para que las empresas certificadoras independientes puedan otorgar certificación anual de sostenibilidad tributaria a los contribuyentes, de acuerdo con el párrafo segundo del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso71.pdf,resolucion,No Relevante,"La Resolución Exenta SII N° 71 del 19 de junio de 2025 regula el procedimiento para la certificación anual de sostenibilidad tributaria otorgada por empresas certificadoras independientes, enfocándose en la gobernanza fiscal, el marco de control fiscal y la gestión de riesgos tributarios a nivel de grupos empresariales. Aunque está relacionada con el cumplimiento tributario en un sentido amplio, no aborda directamente ninguno de los temas específicos definidos para relevancia en el sistema (boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP, inicio de actividades u operadores y administradores). Tampoco modifica procesos generales vinculados a estos temas ni afecta directamente el cumplimiento tributario automatizado de la fintech en los ámbitos señalados. Por lo tanto, no cumple con las reglas de negocio para ser catalogada como relevante.",5.123,15085,190,15275,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 46 del 10 de Abril del 2025,Aprueba Convenio de Intercambio de Información y Colaboración entre la Superintendencia de Educación y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso46.pdf,resolucion,No Relevante,"La normativa se refiere a un convenio de intercambio de información y colaboración entre la Superintendencia de Educación y el SII, enfocado en la fiscalización y control del uso de recursos en establecimientos educacionales. No aborda directamente temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario general, medios de pago electrónicos, puntos de venta, comercio electrónico o PSP, ni modifica procesos generales que afecten el cumplimiento automatizado de una fintech. Por tanto, no cumple reglas de negocio para ser considerada relevante.",3.288,7801,121,7922,No Relevante,Contiene 'donaciones',2025,1,1
Circular N° 14 del 10 de Febrero del 2025,Tablas de impuesto único de segunda categoría para el mes de marzo de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu14.pdf,circular,No Relevante,"La normativa trata exclusivamente sobre tablas de cálculo del impuesto único de segunda categoría y aspectos relacionados con la tributación de rentas de trabajadores, sin abordar temas vinculados a boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, puntos de venta, operadores, comercio electrónico o PSP. No representa un cambio general que afecte el cumplimiento tributario automatizado de la fintech.",2.63,2655,93,2748,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 49 del 17 de Abril del 2025,Tramitación de las autodenuncias conforme al artículo 100 sexies del Código Tributario.,Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso49.pdf,resolucion,No Relevante,"La normativa regula el procedimiento para la tramitación de autodenuncias por diferencias de impuestos con posible carácter de delito tributario, lo que corresponde a un proceso jurídico-administrativo interno del SII y no afecta directamente temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP ni el cumplimiento tributario automatizado de la fintech. No modifica procesos generales que impacten el cumplimiento normativo automatizado en el contexto fintech.",2.605,2067,114,2181,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 43 del 05 de Junio del 2025,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPMO) con obligación tributaria anual cumplida, para aplicarse durante el año 2025.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu43.pdf,circular,No Relevante,"La normativa se refiere exclusivamente a la tabla de cálculos de reajustes, intereses y multas sobre pagos provisionales mensuales obligatorios (PPMO) y aspectos relacionados con tasas de interés penal y plazos de pago. No aborda temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, puntos de venta, operadores, comercio electrónico ni PSP, ni modifica procesos generales de cumplimiento tributario automatizado para fintech. Por lo tanto, no cumple reglas de negocio para ser considerada relevante.",2.596,2189,118,2307,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 17 del 07 de Febrero del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Servicio Electoral y el Servicio de Impuestos Internos,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso17.pdf,resolucion,No Relevante,"La normativa se refiere a un addendum de un convenio de intercambio de información entre el Servicio Electoral y el SII, enfocado en acceso a servicios de interoperabilidad de cartografía digital para fines electorales y de fiscalización electoral. No aborda temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario general, medios de pago electrónicos, puntos de venta, comercio electrónico ni PSP, ni modifica procesos generales que afecten el cumplimiento automatizado de una fintech. Por lo tanto, no cumple reglas de negocio.",2.67,2457,122,2579,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 45 del 10 de Abril del 2025,"Fija contenido, forma y plazo para dar cumplimiento a la obligación de informar de la superintendencia del medio ambiente, respecto de los proyectos de inversión, en el contexto de la contribución para el desarrollo regional.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso45.pdf,resolucion,No Relevante,"La normativa se refiere a la obligación de informar sobre proyectos de inversión y su fiscalización ambiental para la contribución para el desarrollo regional, sin abordar temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP o cumplimiento tributario automatizado aplicable a fintech. Tampoco modifica procesos generales de cumplimiento tributario automatizado para fintech. Por lo tanto, no cumple reglas de negocio.",3.075,1778,104,1882,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 69 del 19 de Junio del 2025,Instruye forma en que los bancos comerciales deben cumplir la obligación a que se refiere el inciso segundo del artículo 89 del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso69.pdf,resolucion,No Relevante,"La normativa regula obligaciones de diligencia de los bancos comerciales respecto al inicio de actividades y reporte al SII en operaciones de crédito o préstamos, lo que corresponde a procedimientos de fiscalización y cumplimiento bancario. No se relaciona directamente con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico ni PSP, ni modifica procesos generales de cumplimiento tributario automatizado aplicables a la fintech. Por tanto, no cumple reglas de negocio para ser relevante.",3.145,1367,113,1480,No Relevante,Contiene 'inicio de actividades',2025,1,1
Resolución Exenta SII N° 13 del 24 de Enero del 2025,"Revoca facultad y deja sin efecto Resolución Exenta SII N° 69, de 2017; delega facultad en el Subdirector de Asistencia al Contribuyente en la materia que indica.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso13.pdf,resolucion,No Relevante,"La normativa se refiere a la delegación de facultades internas del SII para autorizar la entrega de información en el marco de convenios de cooperación interinstitucional, sin modificar procesos generales relacionados con boletas, comprobantes electrónicos, registros, medios de pago, comercio electrónico o cumplimiento tributario automatizado. No cumple reglas de negocio.",2.264,800,81,881,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 72 del 19 de Junio del 2025,"Establece contenido y procedimiento de suscripción y ejecución de acuerdos de cooperación con grupos empresariales, conforme con los incisos tercero y cuarto del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso72.pdf,resolucion,No Relevante,"La Resolución Exenta SII N° 72 de 2025 regula la suscripción y ejecución de acuerdos de cooperación con grupos empresariales para promover la sostenibilidad tributaria y el cumplimiento cooperativo. Aunque está vinculada al cumplimiento tributario en un sentido amplio, no aborda ni modifica directamente procesos específicos relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, puntos de venta, comercio electrónico o PSP, que son los temas de interés para el sistema de cumplimiento normativo automatizado de la fintech. Además, se trata de una normativa que establece procedimientos de colaboración y gobernanza fiscal a nivel de grandes grupos empresariales, sin impactar directamente en los procesos automatizados o tecnológicos que la fintech debe gestionar. Por lo tanto, no cumple con las reglas de negocio para ser considerada relevante.",4.908,17448,180,17628,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 80 del 26 de Junio del 2025,Establece procedimiento para presentar la solicitud de no ser notificado por correo electrónico en las situaciones que prevé el inciso primero del artículo 11 del Código Tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso80.pdf,resolucion,No Relevante,"La normativa regula el procedimiento para solicitar la excepción a la notificación electrónica por correo electrónico, un aspecto administrativo de notificaciones tributarias. No se relaciona directamente con boletas, comprobantes electrónicos, registros, medios de pago, POS, comercio electrónico ni cumplimiento tributario automatizado, ni modifica procesos generales que afecten el sistema de cumplimiento normativo automatizado de la fintech.",2.405,1319,89,1408,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 28 del 06 de Marzo del 2025,"Fija procedimiento para la suscripción de acuerdos anticipados de precios de transferencia, conforme al N° 7 del Artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto Resoluciones Ex. N° 68 de 2013 y N° 114 de 2022.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso28.pdf,resolucion,No Relevante,"La normativa se refiere exclusivamente al procedimiento para la suscripción de acuerdos anticipados de precios de transferencia entre partes relacionadas en el extranjero, regulando aspectos específicos del impuesto a la renta y fiscalización de precios de transferencia. No aborda ninguno de los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech, tales como boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico o PSP. Tampoco modifica procesos generales que afecten el cumplimiento tributario automatizado en el contexto fintech. Por lo tanto, no cumple reglas de negocio.",3.478,4614,134,4748,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 10 del 30 de Enero del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 al artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto la Circular N° 29 de 2013.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu10.pdf,circular,No Relevante,"La Circular N° 10 del 30 de Enero del 2025 se enfoca en las modificaciones al artículo 41 E de la Ley sobre Impuesto a la Renta, relativas a precios de transferencia, operaciones transfronterizas entre partes relacionadas, reorganizaciones empresariales, métodos de valoración, fiscalización y acuerdos anticipados de precios. No aborda ninguno de los temas específicos relevantes para el sistema de cumplimiento normativo automatizado de la fintech, tales como boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico o PSP. Además, no modifica procesos generales que afecten directamente el cumplimiento tributario automatizado de la fintech en los ámbitos definidos. Por tanto, no es relevante para el sistema.",5.553,19404,165,19569,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 51 del 25 de Abril del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Banco Central de Chile y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso51.pdf,resolucion,Relevante,"La normativa incorpora modificaciones y adiciones al convenio de intercambio de información entre el SII y el Banco Central, incluyendo la entrega de información detallada sobre comprobantes electrónicos (boleta electrónica), registros de compra y venta, y datos asociados a formularios tributarios relevantes para el cumplimiento tributario automatizado. Además, se establece la entrega periódica de información para dashboards de factura electrónica y se incluyen datos relacionados con canales de transacción y montos netos, lo que impacta directamente en procesos de cumplimiento tributario y manejo de comprobantes electrónicos, temas centrales para el sistema de cumplimiento normativo automatizado de la fintech.",3.477,5517,137,5654,Relevante,Contiene 'registro de compra' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 62 del 22 de Mayo del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso62.pdf,resolucion,No Relevante,"La normativa se refiere a un addendum para un convenio de intercambio de información entre la Dirección de Presupuestos y el SII, enfocado en la coordinación institucional y el traspaso de información para la gestión presupuestaria y fiscalización general. No aborda directamente temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP ni inicio de actividades, ni modifica procesos generales de cumplimiento tributario automatizado aplicables a fintech. Por lo tanto, no cumple con las reglas de negocio para ser considerada relevante.",7.706,3233,130,3363,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 34 del 19 de Marzo del 2025,OTORGA CONDONACIÓN SOBRE MULTAS INFRACCIONALES EN LOS CASOS QUE SE SEÑALAN,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso34.pdf,resolucion,No Relevante,"La normativa se refiere a la condonación de multas por presentación fuera de plazo de una declaración jurada específica debido a contingencias tecnológicas, sin modificar procesos generales relacionados con boletas, comprobantes electrónicos, registros, medios de pago, puntos de venta, comercio electrónico o PSP. No afecta directamente el cumplimiento tributario automatizado de la fintech.",2.689,849,83,932,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Circular N° 40 del 09 de Mayo del 2025,Tablas de impuesto único de segunda categoría para el mes de junio de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu40.pdf,circular,No Relevante,"La normativa se refiere exclusivamente a tablas de cálculo y montos del impuesto único de segunda categoría (IUSC) y otros aspectos relacionados con la tributación de rentas de trabajadores dependientes y autoridades, sin abordar temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, puntos de venta, operadores, comercio electrónico o PSP. No implica modificaciones en procesos generales de cumplimiento tributario automatizado para fintech. Por lo tanto, no cumple reglas de negocio.",2.962,2708,113,2821,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 19 del 06 de Marzo del 2025,"Imparte instrucciones sobre diversas modificaciones introducidas por la Ley N° 21.713 al Código Tributario. Modifica Circulares N°12 de 2021 y N°41 de 2021, modificada por la N°47 de 2022",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu19.pdf,circular,Relevante,"La Circular N° 19 del 06 de marzo de 2025 introduce modificaciones relevantes en materia de cumplimiento tributario, fiscalización, y procedimientos administrativos del SII, incluyendo aspectos relacionados con la gestión de cumplimiento tributario, la emisión y control de documentos tributarios, y el uso de medios electrónicos para la interacción con el servicio. Además, regula aspectos sobre la obligación de registrar la identidad del pagador en transacciones de alto valor y el uso de medios de pago electrónicos, lo cual impacta directamente en procesos automatizados de cumplimiento tributario y control de operaciones electrónicas, temas centrales para una fintech. Por tanto, la normativa afecta procesos generales que inciden en el cumplimiento tributario automatizado, comprobantes electrónicos y medios de pago electrónicos, cumpliendo con los criterios para ser catalogada como relevante.",5.124,20170,176,20346,Relevante,Contiene 'pagos electrónicos' | Contiene 'cumplimiento tributario' | Contiene 'donaciones',2025,3,5
Resolución Exenta SII N° 55 del 30 de Abril del 2025,Imparte instrucciones sobre el procedimiento de fiscalización unificado del artículo 59 ter del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso55.pdf,resolucion,No Relevante,"La resolución se refiere al procedimiento de fiscalización unificado para grupos empresariales, regulando aspectos administrativos y de notificación en procesos de fiscalización tributaria. No aborda directamente temas relacionados con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP ni inicio de actividades, ni modifica procesos generales que afecten el cumplimiento automatizado de la fintech. Por lo tanto, no cumple reglas de negocio para ser considerada relevante.",2.798,2251,109,2360,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 02 del 03 de Enero del 2025,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso2.pdf,resolucion,No Relevante,"La normativa se refiere a la autorización para que ciertos contribuyentes procedan conforme al modelo de operación de contabilidad electrónica, lo cual es un procedimiento interno relacionado con la contabilidad electrónica y autorización de libros contables. No aborda directamente temas de boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, comercio electrónico, PSP ni cumplimiento tributario general aplicable a fintech. Tampoco modifica procesos generales que afecten el cumplimiento automatizado de la fintech. Por lo tanto, no cumple reglas de negocio para ser relevante.",2.675,2167,125,2292,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 35 del 30 de Abril del 2025,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 en el Código Tributario, en materia de notificaciones. Deja sin efecto la Circular N° 34 de 2015, modificada por Circulares N° 23 de 2016 y N° 12 de 2021",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu35.pdf,circular,No Relevante,"La Circular N° 35 del 30 de abril de 2025 se refiere exclusivamente a instrucciones sobre modificaciones en materia de notificaciones tributarias, regulando los procedimientos y formas en que el SII debe notificar a los contribuyentes, principalmente a través de medios electrónicos. Aunque aborda el uso de tecnologías para notificaciones, no se vincula directamente con boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP, ni modifica procesos generales que afecten el cumplimiento tributario automatizado de la fintech en esos ámbitos. Por lo tanto, no cumple con las reglas de negocio para ser considerada relevante.",4.642,12228,149,12377,No Relevante,Contiene Artículo 68 del Código Tributario | Contiene 'inicio de actividades',2025,2,2
