nombre,descripcion,fuente,url,tipo_documento,relevancia_predicha,explicacion_predicha,tiempo_ejecucion_seg,tokens_prompt,tokens_respuesta,tokens_totales,relevancia_real,explicacion_real,ano,exitos,peso_real
Resolución Exenta SII N° 13 del 24 de Enero del 2025,"Revoca facultad y deja sin efecto Resolución Exenta SII N° 69, de 2017; delega facultad en el Subdirector de Asistencia al Contribuyente en la materia que indica.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso13.pdf,resolucion,No Relevante,"La normativa se centra en la delegación de facultades para la entrega de información en el marco de convenios de cooperación interinstitucional, lo cual no afecta directamente los temas de boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico, o PSP. No cumple reglas de negocio.",4.392,800,94,894,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 72 del 19 de Junio del 2025,"Establece contenido y procedimiento de suscripción y ejecución de acuerdos de cooperación con grupos empresariales, conforme con los incisos tercero y cuarto del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso72.pdf,resolucion,No Relevante,"La normativa se centra en establecer acuerdos de cooperación con grupos empresariales para promover la sostenibilidad tributaria y mejorar la relación con la administración tributaria. No aborda directamente temas como boletas, comprobantes electrónicos, registro de compra o venta, medios de pago electrónicos, POS, comercio electrónico, o PSP, que son los criterios definidos para clasificar una normativa como relevante para el sistema de cumplimiento normativo automatizado de la fintech.",5.872,17448,99,17547,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 80 del 26 de Junio del 2025,Establece procedimiento para presentar la solicitud de no ser notificado por correo electrónico en las situaciones que prevé el inciso primero del artículo 11 del Código Tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso80.pdf,resolucion,No Relevante,"La normativa se centra en el procedimiento para solicitar no ser notificado por correo electrónico, lo cual no se relaciona directamente con los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech.",2.88,1319,56,1375,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 28 del 06 de Marzo del 2025,"Fija procedimiento para la suscripción de acuerdos anticipados de precios de transferencia, conforme al N° 7 del Artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto Resoluciones Ex. N° 68 de 2013 y N° 114 de 2022.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso28.pdf,resolucion,No Relevante,"La normativa se centra en los acuerdos anticipados de precios de transferencia, lo cual no está directamente relacionado con los temas especificados como boletas, comprobantes electrónicos, registro de compra, registro de venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico o PSP. No cumple reglas de negocio.",3.919,4614,85,4699,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 10 del 30 de Enero del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 al artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto la Circular N° 29 de 2013.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu10.pdf,circular,No Relevante,"No cumple reglas de negocio. La normativa se centra en precios de transferencia y operaciones transfronterizas, sin relación directa con los temas especificados como boletas, comprobantes electrónicos, registro de compra, registro de venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico o PSP.",4.841,19404,83,19487,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 51 del 25 de Abril del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Banco Central de Chile y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso51.pdf,resolucion,Relevante,"La normativa incluye modificaciones relacionadas con el ""comprobante de boleta electrónica"" y el ""registro de compra y venta"", que son temas directamente relacionados con el cumplimiento tributario automatizado de una fintech.",4.742,5517,52,5569,Relevante,Contiene 'registro de compra' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 62 del 22 de Mayo del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso62.pdf,resolucion,No Relevante,"La normativa se centra en un addendum al convenio de intercambio de información y colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos. No aborda directamente temas como boletas, comprobantes electrónicos, registro de compra o venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico, o PSP. Por lo tanto, no cumple con las reglas de negocio establecidas para ser clasificada como relevante.",4.442,3233,109,3342,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 34 del 19 de Marzo del 2025,OTORGA CONDONACIÓN SOBRE MULTAS INFRACCIONALES EN LOS CASOS QUE SE SEÑALAN,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso34.pdf,resolucion,No Relevante,"La normativa se centra en la condonación de multas por presentación fuera de plazo de una declaración jurada específica, relacionada con retiros, remesas y dividendos. No aborda directamente ninguno de los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech, como boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, etc.",3.912,849,91,940,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Circular N° 40 del 09 de Mayo del 2025,Tablas de impuesto único de segunda categoría para el mes de junio de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu40.pdf,circular,No Relevante,"La normativa se centra en las tablas de impuesto único de segunda categoría y aspectos relacionados con dicho tributo, sin abordar temas como boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, comercio electrónico, o PSP. No cumple reglas de negocio.",4.145,2708,76,2784,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 19 del 06 de Marzo del 2025,"Imparte instrucciones sobre diversas modificaciones introducidas por la Ley N° 21.713 al Código Tributario. Modifica Circulares N°12 de 2021 y N°41 de 2021, modificada por la N°47 de 2022",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu19.pdf,circular,Relevante,"La normativa aborda temas relacionados con el cumplimiento tributario, medios de pago electrónicos y el plan de gestión de cumplimiento tributario (PGCT), que son relevantes para el sistema de cumplimiento normativo automatizado de la fintech.",4.357,20170,56,20226,Relevante,Contiene 'pagos electrónicos' | Contiene 'cumplimiento tributario' | Contiene 'donaciones',2025,3,5
Resolución Exenta SII N° 55 del 30 de Abril del 2025,Imparte instrucciones sobre el procedimiento de fiscalización unificado del artículo 59 ter del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso55.pdf,resolucion,No Relevante,"La normativa se centra en el procedimiento de fiscalización unificado para grupos empresariales, lo cual no se relaciona directamente con los temas especificados como boletas, comprobantes electrónicos, registro de compra, registro de venta, cumplimiento tributario automatizado, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico, o PSP. No cumple reglas de negocio.",4.802,2251,92,2343,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 02 del 03 de Enero del 2025,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso2.pdf,resolucion,No Relevante,No cumple reglas de negocio.,2.371,2167,19,2186,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 35 del 30 de Abril del 2025,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 en el Código Tributario, en materia de notificaciones. Deja sin efecto la Circular N° 34 de 2015, modificada por Circulares N° 23 de 2016 y N° 12 de 2021",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu35.pdf,circular,No Relevante,"No cumple reglas de negocio. La normativa se centra en las modificaciones en materia de notificaciones del Código Tributario, sin relación directa con los temas especificados como boletas, comprobantes electrónicos, registro de compra, registro de venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico o PSP.",6.628,12228,85,12313,No Relevante,Contiene Artículo 68 del Código Tributario | Contiene 'inicio de actividades',2025,2,2
Resolución Exenta SII N° 50 del 24 de Abril del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Hualpén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso50.pdf,resolucion,No Relevante,"La normativa se centra en autorizar el acceso a servicios de cartografía digital para una municipalidad, lo cual no está relacionado con boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico, o PSP. No cumple reglas de negocio.",4.071,2097,84,2181,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 5 del 10 de Enero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2025 y el 9 de febrero de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu5.pdf,circular,No Relevante,"La normativa se refiere al valor de la Unidad de Fomento para un período específico, lo cual no está relacionado con los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech. No cumple reglas de negocio.",3.136,927,60,987,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 12 del 17 de Enero del 2025,"Establece la obligación de entregar representación impresa o virtual de la boleta electrónica y del comprobante de pago electrónico, en las condiciones que se indican.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso12.pdf,resolucion,Relevante,"La normativa establece la obligación de entregar representación impresa o virtual de la boleta electrónica y del comprobante de pago electrónico, lo cual se relaciona directamente con boletas, comprobantes electrónicos y cumplimiento tributario, temas relevantes para el sistema de cumplimiento normativo automatizado de la fintech.",3.642,1911,70,1981,Relevante,Contiene 'cumplimiento tributario' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 44 del 07 de Abril del 2025,Instruye sobre forma de documentar e identificar al pagador en las operaciones de venta conforme al artículo 92 ter del código tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso44.pdf,resolucion,Relevante,"La normativa es relevante porque se relaciona directamente con la emisión de boletas electrónicas y el registro de ventas, temas que son fundamentales para el cumplimiento tributario automatizado de una fintech. Además, establece requisitos específicos sobre la identificación del pagador y el uso de medios de pago electrónicos, lo cual afecta directamente los procesos de cumplimiento normativo de la fintech.",4.119,1933,84,2017,Relevante,Contiene 'pagos electrónicos' | Contiene 'boletas electrónicas',2025,2,5
Resolución Exenta SII N° 78 del 26 de Junio del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Peñalolén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso78.pdf,resolucion,No Relevante,"La normativa se centra en autorizar el acceso a servicios de cartografía digital para una municipalidad, lo cual no está relacionado con los temas específicos de cumplimiento tributario automatizado definidos, como boletas, comprobantes electrónicos, registros de compra o venta, medios de pago electrónicos, etc. No cumple reglas de negocio.",3.986,2103,77,2180,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 31 del 17 de Abril del 2025,"Imparte instrucciones acerca de las normas incorporadas en el Código Tributario por las Leyes N° 21.713 y N° 21.716, en materia de medidas antielusión. Deja sin efecto la Circular N° 65 de 2015.",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu31.pdf,circular,No Relevante,"No cumple reglas de negocio. La normativa se centra en medidas antielusión y procedimientos de fiscalización, sin abordar directamente los temas específicos de boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico o PSP.",6.11,16418,77,16495,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 76 del 26 de Junio del 2025,"Fija nóminas de agentes retenedores y de contribuyentes sujetos a retención, conforme a resolución Ex. SII N° 42, de 30 de abril de 2018, que dispuso el cambio de sujeto para el cumplimiento de IVA.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso76.pdf,resolucion,No Relevante,"La normativa se centra en fijar nóminas de agentes retenedores y contribuyentes sujetos a retención para el cumplimiento del IVA, lo cual no modifica procesos generales que afecten el cumplimiento automatizado de la fintech en los temas especificados.",3.375,1378,63,1441,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 15 del 10 de Febrero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de febrero de 2025 y el 9 de marzo de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu15.pdf,circular,No Relevante,La normativa se refiere al valor de la Unidad de Fomento para un período específico y no trata explícitamente ninguno de los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech.,2.906,1039,54,1093,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 31 del 13 de Marzo del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de La Unión.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso31.pdf,resolucion,No Relevante,"La normativa se centra en autorizar el acceso a servicios de cartografía digital para una municipalidad, lo cual no está relacionado con boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario, inicio de actividades, medios de pago electrónicos, POS, operadores y administradores, comercio electrónico, o PSP. No cumple reglas de negocio.",3.918,2093,84,2177,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 20 del 10 de Marzo del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de marzo de 2025 y el 9 de abril de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu20.pdf,circular,No Relevante,La normativa se refiere al valor de la Unidad de Fomento para un período específico y no trata explícitamente ninguno de los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de la fintech.,9.334,1161,54,1215,No Relevante,No se encontraron reglas de negocio,2025,0,0
