name,description,source,url
Circular N° 47 del 12 de Octubre del 2022,"Imparte instrucciones acerca de las modificaciones introducidas al Código Tributario por la Ley N° 21.453, obligando a inversionistas, bancos y otras instituciones financieras que se indican a entregar, anualmente, al Servicio de Impuestos Internos, información sobre inversiones, saldos y sumas de abonos en cuentas financieras.",Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu47.pdf
Circular N° 46 del 12 de Octubre del 2022,"Tabla de cálculos de reajustes, intereses y multas noviembre 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu46.pdf
Circular N° 45 del 12 de Octubre del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de noviembre de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu45.pdf
Circular N° 44 del 12 de Octubre del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de octubre de 2022 y el 9 de noviembre de 2022, ambos inclusive.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu44.pdf
Circular N° 43 del 14 de Septiembre del 2022,"Imparte instrucciones sobre la eliminación del artículo 21 del Decreto Ley N° 910 de 1975 y del párrafo primero del N° 6 del artículo 23 de la Ley sobre Impuesto a las Ventas y Servicios, contenida en el Decreto Ley N° 825 de 1974.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu43.pdf
Circular N° 42 del 12 de Septiembre del 2022,"Tabla de cálculos de reajustes, intereses y multas octubre 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu42.pdf
Circular N° 41 del 12 de Septiembre del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de octubre de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu41.pdf
Circular N° 40 del 12 de Septiembre del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de septiembre de 2022 y el 9 de octubre de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu40.pdf
Circular N° 39 del 31 de Agosto del 2022,"Imparte instrucciones sobre modificaciones introducidas por la Ley N° 21.420 a los artículos 17 N° 6, 33 bis, 107 y 110 de la Ley sobre Impuesto a la Renta, contenida en el artículo 1° del Decreto Ley N° 824 de 1974. Modifica Circulares N° 7 de 2002, N° 68 de 2010, N° 10 de 2012, N° 67 y N° 71 de 2016, y N° 40, N° 43 y N° 44 de 2021.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu39.pdf
Circular N° 38 del 22 de Agosto del 2022,"Tabla de cálculos de reajustes, intereses y multas septiembre 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu38.pdf
Circular N° 37 del 10 de Agosto del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de septiembre de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu37.pdf
Circular N° 36 del 10 de Agosto del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de agosto de 2022 y el 9 de septiembre de 2022, ambos inclusive",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu36.pdf
Circular N° 35 del 04 de Agosto del 2022,"Imparte instrucciones acerca del cumplimiento del deber de mantener la reserva de la información que el Servicio recopila respecto de los contribuyentes. Deja sin efecto la Circular N°43, de 1998 y sus modificaciones.",Fuente: Departamento de Asesoría Jurídica,https://www.sii.cl/normativa_legislacion/circulares/2022/circu35.pdf
Circular N° 34 del 04 de Agosto del 2022,"Imparte instrucciones acerca de nuevas sanciones aplicables a los delitos de comercio ilegal que sanciona el N° 8 del artículo 97 del Código Tributario y de ejercicio clandestino del comercio o la industria, que tipifica el N° 9 de la misma disposición.",Fuente: Departamento de asesoría jurídica,https://www.sii.cl/normativa_legislacion/circulares/2022/circu34.pdf
Circular N° 33 del 19 de Julio del 2022,"Tabla de cálculos de reajustes, intereses y multas agosto 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu33.pdf
Circular N° 32 del 11 de Julio del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de agosto de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu32.pdf
Circular N° 31 del 11 de Julio del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de julio de 2022 y el 9 de agosto de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu31.pdf
Circular N° 30 del 05 de Julio del 2022,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPM) con obligación tributaria anual cumplida, para aplicarse durante el AÑO 2022.",Fuente: Subdirección de Fiscalización,https://www.sii.cl/normativa_legislacion/circulares/2022/circu30.pdf
Circular N° 29 del 24 de Junio del 2022,"Instruye Sobre Sanciones Del N°6 Del Artículo 41 E De La Ley Sobre Impuesto A La Renta (LIR), Por La No Presentación De Las Declaraciones Juradas A Que Se Refiere Dicha Norma, O Su Presentación Errónea, Incompleta, Extemporánea, O Maliciosamente Falsa. Deja Sin Efecto La Circular N° 32 De 2021",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu29.pdf
Circular N° 28 del 16 de Junio del 2022,"Tabla De Cálculos De Reajustes, Intereses Y Multas Julio 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu28.pdf
Circular N° 27 del 09 de Junio del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de junio de 2022 y el 9 de julio de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu27.pdf
Circular N° 26 del 09 de Junio del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de julio de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu26.pdf
Circular N° 25 del 13 de Mayo del 2022,"Tabla De Cálculos De Reajustes, Intereses Y Multas Junio 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu25.pdf
Circular N° 24 del 10 de Mayo del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de junio de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu24.pdf
Circular N° 23 del 10 de Mayo del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de mayo de 2022 y el 9 de junio de 2022, ambos inclusive.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu23.pdf
Circular N° 22 del 06 de Mayo del 2022,Imparte instrucciones sobre modificaciones introducidas por las Leyes N° 21.210 y N° 21.420 en materia de “viviendas económicas” y sobretasa. Modifica y complementa las Circulares N° 57 de 2010 y N° 28 de 2020.,Fuente: Subdirección de Avaluaciones.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu22.pdf
Circular N° 21 del 21 de Abril del 2022,Tratamiento tributario de seguros de vida con ahorro.,Fuente: Impuestos Directos.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu21.pdf
Circular N° 20 del 21 de Abril del 2022,"Imparte instrucciones sobre modificaciones introducidas por la Ley N° 21.420 a la Ley N° 16.271, sobre Impuesto a las Herencias, Asignaciones y Donaciones.",Fuente: Departamento de Técnica Tributaria,https://www.sii.cl/normativa_legislacion/circulares/2022/circu20.pdf
Circular N° 19 del 19 de Abril del 2022,"Imparte instrucciones sobre las modificaciones al artículo 21 y 70 de la Ley sobre Impuesto a las Ventas y Servicios introducidas por el artículo 4 de la Ley N° 21.398, que establece medidas para incentivar la protección de los derechos de los consumidores.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu19.pdf
Circular N° 18 del 13 de Abril del 2022,"Tabla de cálculos de reajustes, intereses y multas mayo 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu18.pdf
Circular N° 17 del 12 de Abril del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de abril de 2022 y el 9 de mayo de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu17.pdf
Circular N° 16 del 12 de Abril del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de mayo de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu16.pdf
Circular N° 15 del 11 de Abril del 2022,Imparte instrucciones sobre la derogación del artículo 41 D de la Ley sobre Impuesto a la Renta y sus efectos a partir del 1° de enero de 2022. Deja sin efecto las Circulares N° 43 de 2003 y N° 16 de 2018.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu15.pdf
Circular N° 14 del 08 de Abril del 2022,"Informa porcentaje de reajuste a aplicar a los impuestos anuales a la renta a declarar y pagar en el año tributario 2022, de acuerdo a lo dispuesto en el artículo 72 de la Ley sobre Impuesto a la Renta.",Fuente: Oficina de Gestión Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu14.pdf
Circular N° 13 del 18 de Marzo del 2022,"Imparte instrucciones respecto de las disposiciones sobre el procedimiento de acuerdo mutuo, también denominado procedimiento amistoso, establecidas en los convenios para evitar la doble tributación internacional suscritos por Chile.",Fuente: Subdirección Normativa - Subdirección Jurídica,https://www.sii.cl/normativa_legislacion/circulares/2022/circu13.pdf
Circular N° 12 del 17 de Marzo del 2022,"Tabla De Cálculos De Reajustes, Intereses Y Multas Abril 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu12.pdf
Circular N° 11 del 09 de Marzo del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de marzo de 2022 y el 9 de abril de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu11.pdf
Circular N° 10 del 09 de Marzo del 2022,Tablas de Impuesto Único de Segunda Categoría para el mes de abril de 2022 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu10.pdf
Circular N° 9 del 21 de Febrero del 2022,"Nuevas escalas y tasas para la determinación de los impuestos que afectan a los contribuyentes mineros a que se refieren los artículos 23 y 34, N° 2, letra c), de la Ley sobre Impuesto a la Renta.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu9.pdf
Circular N° 8 del 10 de Febrero del 2022,"Tabla de cálculos de reajustes, intereses y multas marzo 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu8.pdf
Circular N° 7 del 09 de Febrero del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de febrero de 2022 y el 9 de marzo de 2022, ambos inclusive.",Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu7.pdf
Circular N° 6 del 09 de Febrero del 2022,Tablas de Impuesto Único de Segunda Categoría para el mes de marzo de 2022 e información adicional relacionada con dicho tributo.,Fuente: Subdirección Normativa,https://www.sii.cl/normativa_legislacion/circulares/2022/circu6.pdf
Circular N° 5 del 19 de Enero del 2022,"Informa datos relacionados con la aplicación del sistema de corrección monetaria; reajustabilidad de los saldos de los registros de rentas empresariales, del registro FUR y de los excesos de retiros no imputados y tablas de Impuesto Global Complementario correspondiente al año tributario 2022.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu5.pdf
Circular N° 4 del 18 de Enero del 2022,"Instrucciones sobre comparecencia y representación de los contribuyentes ante el Servicio de Impuestos Internos. Deroga Circular N° 54 de 2002, modificada por la Circular N° 12 de 2021.",Fuente: Subdirección Jurídica.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu4.pdf
Circular N° 3 del 13 de Enero del 2022,"Tabla de cálculos de reajustes, intereses y multas febrero 2022.",Fuente: Subdirección de Fiscalización.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu3.pdf
Circular N° 2 del 11 de Enero del 2022,"Tablas de Impuesto Único de Segunda Categoría para el mes de febrero de 2022, e información adicional relacionada con dicho tributo.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu2.pdf
Circular N° 1 del 11 de Enero del 2022,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2022 y el 9 de febrero de 2022, ambos inclusive.",Fuente: Subdirección Normativa.,https://www.sii.cl/normativa_legislacion/circulares/2022/circu1.pdf
