url,tipo_documento,origen,anno,nombre_archivo,fuente,nombre,descripcion
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso119.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_119_del_07_de_diciembre_del_2022,Subdireccion De Avaluaciones,Resolución Exenta SII N° 119 del 07 de Diciembre del 2022,"Renueva plazo establecido por resolución Ex. SII N° 123, de 2019."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso118.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_118_del_07_de_diciembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 118 del 07 de Diciembre del 2022,Aprueba Addendum al Convenio entre la Subsecretaría de Economía y Empresas de Menor Tamaño y el Servicio de Impuestos Internos para la Interoperación que se deriva de la Implementación de la ley 20.659 y su reglamento.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso117.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_117_del_02_de_diciembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 117 del 02 de Diciembre del 2022,Aprueba convenio de colaboración mutua entre Servicio de Impuestos Internos y Universidad de La Serena.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso116.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_116_del_02_de_diciembre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 116 del 02 de Diciembre del 2022,"Establece procedimiento para presentar la declaración jurada sobre aviso de intención de permanencia en chile, de acuerdo a la Circular N° 63 de 2021."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso115.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_115_del_30_de_noviembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 115 del 30 de Noviembre del 2022,Instruye sobre los procedimientos para el registro de las sociedades de profesionales.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso114.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_114_del_28_de_noviembre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 114 del 28 de Noviembre del 2022,"Establece forma de presentar solicitud de acuerdo anticipado de precios de transferencia, artículo 41 E N°7 de la Ley sobre impuesto a la renta y modifica resolución SII Ex. N° 68 de 2013."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso113.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_113_del_25_de_noviembre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 113 del 25 de Noviembre del 2022,"Establece formato, contenido y medio de envío del reporte de saldos y sumas de abonos de cuentas financieras, según artículo 85 bis del Código Tributario."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso112.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_112_del_25_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 112 del 25 de Noviembre del 2022,Aprueba Addendum al Convenio de Colaboración entre el Servicio de Impuestos Internos y la Subsecretaría del Trabajo.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso111.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_111_del_25_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 111 del 25 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Superintendencia de Seguridad Social y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso110.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_110_del_25_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 110 del 25 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Dirección General de Concesiones y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso109.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_109_del_21_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 109 del 21 de Noviembre del 2022,Aprueba Addendum al Convenio de Colaboración entre el Ministerio Secretaría General de la Presidencia y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso108.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_108_del_21_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 108 del 21 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Comisión Chilena del Cobre y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso107.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_107_del_17_de_noviembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 107 del 17 de Noviembre del 2022,Aprueba convenio de colaboración mutua entre servicio de impuestos internos y coorporación instituto profesional escuela de contadores auditores de santiago
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso106.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_106_del_17_de_noviembre_del_2022,Subdireccion Juridica,Resolución Exenta SII N° 106 del 17 de Noviembre del 2022,"Fija criterios generales para aceptar las bases de acuerdo para conciliar y avenir, conforme con lo dispuesto en los artículos 132, 132 BIS y 132 TER del Código Tributario."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso105.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_105_del_16_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 105 del 16 de Noviembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre el Instituto Nacional de Estadística y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso104.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_104_del_15_de_noviembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 104 del 15 de Noviembre del 2022,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso103.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_103_del_15_de_noviembre_del_2022,Subdireccion Juridica,Resolución Exenta SII N° 103 del 15 de Noviembre del 2022,Delega Facultad Que Indica En El funcionario Que Se Individualiza.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso102.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_102_del_08_de_noviembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 102 del 08 de Noviembre del 2022,Aprueba convenio de intercambio de información y colaboración entre el Servicio de Impuestos Internos y la Cámara de Comercio de Santiago A.G.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso101.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_101_del_27_de_octubre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 101 del 27 de Octubre del 2022,"Elimina la obligación de autorizar ante el servicio de impuestos internos, los certificados de donaciones que se señalan."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso100.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_100_del_27_de_octubre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 100 del 27 de Octubre del 2022,Autoriza a contribuyente que indica para emitir boletas de prestación de servicios de terceros electrónicas bajo las condiciones que se indican
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso99.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_99_del_26_de_octubre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 99 del 26 de Octubre del 2022,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el la Comisión Administradora del Sistema de Créditos para Estudios Superiores y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso98.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_98_del_18_de_octubre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 98 del 18 de Octubre del 2022,Deja sin efecto aplicación de reajustes e intereses penales correspondientes a la tercera cuota de contribuciones con vencimiento 30 de septiembre de 2022 y dispone la imputación de las sumas pagadas indebidamente por los contribuyentes en casos que indica.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso97.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_97_del_06_de_octubre_del_2022,Subdireccion Juridica,Resolución Exenta SII N° 97 del 06 de Octubre del 2022,Delega facultad que indica en el funcionario que se individualiza
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso96.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_96_del_06_de_octubre_del_2022,Subdireccion Juridica,Resolución Exenta SII N° 96 del 06 de Octubre del 2022,Delega facultad que indica en el funcionario que se individualiza
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso95.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_95_del_06_de_octubre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 95 del 06 de Octubre del 2022,"Fija plazo para la presentación de declaraciones juradas que se indican, para el año tributario 2023"
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso94.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_94_del_04_de_octubre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 94 del 04 de Octubre del 2022,Declara término de giro según lo dispuesto en el inciso final del artículo 69 del Código Tributario.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso93.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_93_del_04_de_octubre_del_2022,Direccion De Grandes Contribuyentes,Resolución Exenta SII N° 93 del 04 de Octubre del 2022,"Complementa nómina de grandes contribuyentes establecida en la Resolución Ex. SII N° 142, de fecha 30 de diciembre de 2021."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso92.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_92_del_29_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 92 del 29 de Septiembre del 2022,"Exime a instituciones que indica, de la obligación de autorización previa a la emisión, de los certificados de donaciones y fija requisitos que se señalan."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso91.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_91_del_29_de_septiembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 91 del 29 de Septiembre del 2022,Aprueba Convenio de Intercambio de Información y Colaboración entre la Agencia de Promoción de la Inversión Extranjera y el Servicio de Impuestos Internos.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso90.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_90_del_22_de_septiembre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 90 del 22 de Septiembre del 2022,Incorpora nueva columna al registro REX por operaciones afectas al impuesto único del artículo 107 de la Ley sobre Impuesto a la Renta.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso89.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_89_del_15_de_septiembre_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 89 del 15 de Septiembre del 2022,Aprueba Convenio de Intercambio de información y colaboración entre el Servicio de Impuestos Internos y la Ilustre Municipalidad de Villa Alemana.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso88.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_88_del_15_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 88 del 15 de Septiembre del 2022,Aprueba convenio de colaboración entre Servicio de Impuestos Internos y Universidad de Las Américas
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso87.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_87_del_14_de_septiembre_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 87 del 14 de Septiembre del 2022,"Instruye sobre la forma y plazo para declarar y pagar las retenciones adicionales, los pagos provisionales mensuales adicionales y pagos anticipados del préstamo tasa cero establecido en la Ley N° 21.323."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso86.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_86_del_12_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 86 del 12 de Septiembre del 2022,Modifica resolución exenta SII Nº 20 de 2021 que refunde y reestructura el departamento subdirección de asistencia al contribuyente.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso85.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_85_del_08_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 85 del 08 de Septiembre del 2022,"Autoriza a empresas clientes de GASMAR a emitir factura electrónica de ventas y servicios en la forma que indica. Impone obligación de mantener un registro de operaciones a GASMAR S.A., RUT N°96.636.520-k."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso84.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_84_del_08_de_septiembre_del_2022,Subdireccion De Avaluaciones,Resolución Exenta SII N° 84 del 08 de Septiembre del 2022,"Complementa lista anexa de la resolucion n°8 exenta, de 2022."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso83.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_83_del_07_de_septiembre_del_2022,Subdireccion De Avaluaciones,Resolución Exenta SII N° 83 del 07 de Septiembre del 2022,"Complementa lista anexa de la resolución exenta n° 09, de 2022."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso82.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_82_del_07_de_septiembre_del_2022,Subdireccion De Informatica,Resolución Exenta SII N° 82 del 07 de Septiembre del 2022,Acredita y autoriza a DOX PSC SPA para actuar como prestador de servicios de certificación digital de identidades y emitir certificados digitales de uso y pago tributario.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso81.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_81_del_02_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 81 del 02 de Septiembre del 2022,Aprueba convenio de colaboración entre Servicio de Impuestos Internos e Instituto Profesional LOS LEONES
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso80.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_80_del_02_de_septiembre_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 80 del 02 de Septiembre del 2022,Aprueba convenio de colaboración mutua entre Servicio de Impuestos Internos y el Centro de Formación Técnica ENAC
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso79.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_79_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 79 del 31 de Agosto del 2022,Instruye sobre la forma de comunicar a este Servicio de Impuestos Internos la calidad de inversionista institucional para efectos de no efectuar la retención que dispone el N°6 del artículo 107 de la Ley sobre Impuesto a la Renta.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso78.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_78_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 78 del 31 de Agosto del 2022,Incorpora nuevos códigos al formulario 50 sobre “declaración y pago simultáneo mensual de impuestos” para declarar y pagar la retención asociada al impuesto único del artículo 107 de la ley sobre impuesto a la renta.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso77.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_77_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 77 del 31 de Agosto del 2022,"Crea modelo de Certificado N° 73 sobre donaciones acogidas al título VIII bis del Decreto Ley N° 3.063, de 1979, sobre rentas municipales, cuyo texto refundido y sistematizado fue fijado por el Decreto N° 2.385, de 1996, del Ministerio del Interior."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso76.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_76_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 76 del 31 de Agosto del 2022,Instruye sobre la retención de impuestos de 15% por rescates de la cuenta de inversión y otras cantidades pagadas en virtud de un contrato de seguro de vida con ahorro con cuenta única de inversión.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso75.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_75_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 75 del 31 de Agosto del 2022,Establece declaración jurada anual sobre bienes físicos del activo inmovilizado e ingresos operacionales de proyectos de inversión (contribución para el desarrollo regional).
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso74.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_74_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 74 del 31 de Agosto del 2022,"Modifica Resolución Ex. SII N° 18 de 2005 y reemplaza formato, contenido e instrucciones de la Declaración Jurada N° 1834 y del Certificado N°27, que deben presentar o emitir las compañías de seguros para informar seguros dotales y seguros de vida con ahorro con cuenta única de inversión."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso73.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_73_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 73 del 31 de Agosto del 2022,"Reemplaza formato, contenido e instrucciones de declaración jurada anual de caracterización tributaria global, Formulario N° 1913."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso72.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_72_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 72 del 31 de Agosto del 2022,"Modifica Resolución Exenta SII N° 119 de 2020 que establece la obligación de presentar declaración jurada sobre enajenación de entidades extranjeras con activos subyacentes en Chile por medio de Formulario N° 1921, en lo Relativo a sus obligados, y reemplaza sus Instrucciones."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso71.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_71_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 71 del 31 de Agosto del 2022,"Reemplaza formato, contenido, definiciones e instrucciones de las declaraciones juradas que se indican, autoriza a delegar la obligación de presentar las declaraciones juradas que se indican y modifica resolución exenta SII nº 126 de 2016"
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso70.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_70_del_31_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 70 del 31 de Agosto del 2022,"Reemplaza formato, contenido e instrucciones de declaraciones juradas que se indican"
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso69.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_69_del_22_de_agosto_del_2022,Subdireccion Juridica,Resolución Exenta SII N° 69 del 22 de Agosto del 2022,Delega facultad que indica en el funcionario que se individualiza.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso68.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_68_del_17_de_agosto_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 68 del 17 de Agosto del 2022,"Incorpórase a corporación de fomento de la producción, en la nómina de entidades para ser receptora de la carpeta tributaria por mandato."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso67.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_67_del_10_de_agosto_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 67 del 10 de Agosto del 2022,"Modifica Resolución Exenta SII N°72 de 2021, en los términos que indica."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso66.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_66_del_02_de_agosto_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 66 del 02 de Agosto del 2022,Emisión de documentos tributarios electrónicos en operaciones de compra y venta de moneda extranjera.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso65.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_65_del_02_de_agosto_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 65 del 02 de Agosto del 2022,"Fija requisitos de llenado para las facturas, notas de crédito y notas de débito utilizadas en la venta de cigarrillos, emitidas por contribuyentes obligados al cambio de sujeto a productos de tabaco."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso64.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_64_del_28_de_julio_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 64 del 28 de Julio del 2022,Incorpora nuevos códigos al formulario 29 de declaración mensual y pago simultáneo de impuestos para declarar y enterar en arcas fiscales el IVA retenido por el cambio de sujeto dispuesto en el inciso séptimo del artículo 3° de la Ley sobre Impuesto a las Ventas y Servicios.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso63.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_63_del_22_de_julio_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 63 del 22 de Julio del 2022,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala.
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso62.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_62_del_22_de_julio_del_2022,Subdireccion De Asistencia Al Contribuyente,Resolución Exenta SII N° 62 del 22 de Julio del 2022,"Autoriza a QR Plus SPA., para emitir boletas de servicios de ingreso a espectáculos públicos, por cuenta de terceros, en la forma y condiciones que indica."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso61.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_61_del_19_de_julio_del_2022,Subdireccion De Fiscalizacion,Resolución Exenta SII N° 61 del 19 de Julio del 2022,"Determina contribuyente obligado a aplicar a los bienes o productos, sus envases, paquetes o envoltorios, el sistema de marcación establecido en el artículo 60 quinquies del Código Tributario y 13 bis del D.L. N° 828, de 1974, e indica empresa con la cual el contribuyente obligado deberá contratar a objeto de implementar el Sistema de Trazabilidad Fiscal."
https://www.sii.cl/normativa_legislacion/resoluciones/2022/reso60.pdf,resolucion,resoluciones_2022.csv,2022,resolución_exenta_sii_n_60_del_12_de_julio_del_2022,Subdireccion De Gestion Estrategica Y Estudios Tributarios,Resolución Exenta SII N° 60 del 12 de Julio del 2022,Aprueba Acuerdo de Colaboración Tributaria entre el Servicio de Impuestos Internos y la Fundación de Asistencia Legal del Colegio Médico.
