nombre,descripcion,fuente,url,tipo_documento,relevancia_predicha,explicacion_predicha,tiempo_ejecucion_seg,tokens_prompt,tokens_respuesta,tokens_totales,relevancia_real,explicacion_real,ano,exitos,peso_real
Circular N° 34 del 25 de Abril del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 a los artículos 101 y 206 del Código Tributario. Modifica Circular N° 35 de 2022,Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu34.pdf,circular,No relevante,"La nueva normativa se centra en las sanciones y condiciones para funcionarios del servicio de tributes, relacionadas con la administación de sanciones y la reserva de información, pero no con los temas definidos como relevantes para el sistema de cumplimiento automatizado de una fintech, como boletas, comprobante electrónicos, registro de compra o venta, cumplimiento tributario, etc.",28.569,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 22 del 11 de Marzo del 2025,Informa tabla de cálculos de reajustes y multas para el mes de abril 2025.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu22.pdf,circular,Relevante,"La normativa se centra en ajustes y multas relacionados con impuestos, lo que afecta la obligación de liquidación y pagos, impactando directamente el sistema de cumplimiento tributario.",23.125,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 71 del 19 de Junio del 2025,"Imparte instrucciones sobre procedimiento para que las empresas certificadoras independientes puedan otorgar certificación anual de sostenibilidad tributaria a los contribuyentes, de acuerdo con el párrafo segundo del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso71.pdf,resolucion,No relevante,"El documento proporcionado es un formato general para presentar una solicitud de certificación en sostenibilidad tributaria, incluyendo detalles sobre la presentación formal y los documentos requeridos. No contiene información específica sobre las cuestiones de sostenibilidad tributaria como pagos de impuestos, antecedentes de sanciones o resultados de la aplicación de políticas fiscales específicas para una empresa determinada.",33.127,0,0,0,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 46 del 10 de Abril del 2025,Aprueba Convenio de Intercambio de Información y Colaboración entre la Superintendencia de Educación y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso46.pdf,resolucion,Relevante,"El documento aborda temas legales como subvenciones, impuestos, notificaciones y protocolos técnicos, lo cual es relevante para la gestión financiera y administrativa de organizaciones educativas.",21.728,0,0,0,No Relevante,Contiene 'donaciones',2025,1,1
Circular N° 14 del 10 de Febrero del 2025,Tablas de impuesto único de segunda categoría para el mes de marzo de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu14.pdf,circular,Relevante,"El normativo new se centra en ajustes al impuesto único de segunda categoría (Iusc) que afecta a drivers y trabajadores en agricultura. Proporciona detalles sobre cálculos y relativos tributarios, incluyendo una sección sobre la relativa de tributación, lo cual es directly relevant para el sistema de compliance automático en una empresa de finanzas, ya que involucra procesos de cobro y procesamiento de pagos.",34.871,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 49 del 17 de Abril del 2025,Tramitación de las autodenuncias conforme al artículo 100 sexies del Código Tributario.,Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso49.pdf,resolucion,No relevante,"La nueva normativa se centra en el proceso de tramitación de autodenuncias according al artículo 100 sexies del Código Tributario, lo cual no se relaciona directamente con los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado, como boletas, comprobante electrónicos, registro de compra, etc.",33.973,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 43 del 05 de Junio del 2025,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPMO) con obligación tributaria anual cumplida, para aplicarse durante el año 2025.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu43.pdf,circular,No relevante,"La nueva normativa se centra en cálculos de reajustes, intereses y multas sobre pagos provisionales, que no directamente afectan los temas establecidos para el sistema de cumplimiento tributario, como boletas, comprobante electrónico, registro de compra o venta, etc.",35.312,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 17 del 07 de Febrero del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Servicio Electoral y el Servicio de Impuestos Internos,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso17.pdf,resolucion,No relevante,"El nuevo normativo se centra en la interferencia entre el servicio electoral y el Servicio de Impuestos Internos (SII), relacionándose con procesos electorales y la collection de impuestos, pero no con los temas específicos del sistema de cumplimiento automatizado de una fintech como boletas, comprobante electrónicos, registro de compra o venta, cumplimiento tributario, etc.",28.712,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 45 del 10 de Abril del 2025,"Fija contenido, forma y plazo para dar cumplimiento a la obligación de informar de la superintendencia del medio ambiente, respecto de los proyectos de inversión, en el contexto de la contribución para el desarrollo regional.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso45.pdf,resolucion,No relevante,"La nueva normativa se centra en la contribución ambiental y el seguimiento de proyectos de inversión, lo cual no está directamente relacionado con los temas del sistema de cumplimiento tributario automatizado como son los boletas, comprobante electrónicos, registro de compra o venta, cumplimiento tributario, etc.",26.011,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 69 del 19 de Junio del 2025,Instruye forma en que los bancos comerciales deben cumplir la obligación a que se refiere el inciso segundo del artículo 89 del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso69.pdf,resolucion,No relevante,"La normativa se centra en instrucciones legales a los bancos comerciales sobre cómo cumplir con determinados deberes relacionados con préstamos y créditos, pero no menciona nothing directamente sobre el sistema de cumplimiento tributario automatizado.",26.57,0,0,0,No Relevante,Contiene 'inicio de actividades',2025,1,1
Resolución Exenta SII N° 13 del 24 de Enero del 2025,"Revoca facultad y deja sin efecto Resolución Exenta SII N° 69, de 2017; delega facultad en el Subdirector de Asistencia al Contribuyente en la materia que indica.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso13.pdf,resolucion,Relevante,"La nueva normativa se centra en la delegación de authority para gestionar procesos relacionados con la entrega de información y la coordinación institucional, lo cual afecta directamente el manejo de datos y la operación integral del sistema de cumplimiento tributario. Esto es crítico para una empresa de fintech que utiliza sistemas automatizados, ya que involucra la gestión eficiente de información externa y la sostenibilidad operativa necesaria para cumplir con los convenios y normas tributarias.",23.458,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 72 del 19 de Junio del 2025,"Establece contenido y procedimiento de suscripción y ejecución de acuerdos de cooperación con grupos empresariales, conforme con los incisos tercero y cuarto del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso72.pdf,resolucion,Relevante,"El documento es relevante porque establece una relación de cooperación entre el servicio de impuestos internos y el grupo empresarial con fines de sostenibilidad tributaria. Propone acciones para evitar riesgos fiscales, asegurar la contribución impositiva adecuada y garantizar la transparencia. Además, menciona la formalización del plan de cumplimiento, lo que sugiere un proceso estructurado para la implementación de las recomendaciones.",32.572,0,0,0,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 80 del 26 de Junio del 2025,Establece procedimiento para presentar la solicitud de no ser notificado por correo electrónico en las situaciones que prevé el inciso primero del artículo 11 del Código Tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso80.pdf,resolucion,No relevante,"La normativa se centra en los procedimientos de notificación, específicamente en la solicitud de no recibir notificaciones por correo electrónico bajo ciertas circunstancias. Sin embargo, no se relaciona directamente con los temas especificados como boletas, comprobante electrónicos, registro de compra o venta, cumplimiento tributario, medios de pago electrónicos, PSPs, POS o operadores y administradores. Por lo tanto, no es relevante para el sistema de cumplimiento automatizado de una fintech.",28.66,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 28 del 06 de Marzo del 2025,"Fija procedimiento para la suscripción de acuerdos anticipados de precios de transferencia, conforme al N° 7 del Artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto Resoluciones Ex. N° 68 de 2013 y N° 114 de 2022.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso28.pdf,resolucion,No relevante,"La estructura se centra en aspectos fiscales y contractuales que afectan a las empresas, asegurando que sus operaciones cumplan con las normas fiscales y evitem multas o errores enImpuestos.",29.602,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 10 del 30 de Enero del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 al artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto la Circular N° 29 de 2013.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu10.pdf,circular,No relevante,"El documento es una parte del código tributario que establece los procedimientos para determinar los impuestos en operaciones con partes relacionadas en el extranjero, incluyendo cómo presentar declaraciones, ajustes y manejar situaciones de doble tributación.",32.877,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 51 del 25 de Abril del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Banco Central de Chile y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso51.pdf,resolucion,Relevante,"El documento contiene normas legales y procedimientos relacionados con la gestion del impuesto territorial, lo cual es relevante para las empresas que necesitan presentar facturas, realizar devoluciones o cumplir con los requisitos fiscales.",32.297,0,0,0,Relevante,Contiene 'registro de compra' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 62 del 22 de Mayo del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso62.pdf,resolucion,No relevante,"El addendum menciona detalles técnicos sobre la administación de impuestos almineros, pero no establece directamente una regla o norma tributaria relevante para los operadores mineros.",37.134,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 34 del 19 de Marzo del 2025,OTORGA CONDONACIÓN SOBRE MULTAS INFRACCIONALES EN LOS CASOS QUE SE SEÑALAN,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso34.pdf,resolucion,No relevante,"La nueva normativa se centra en la exoneración de multas por presentar una declaración jurada anual fuera del plazo, lo cual no afecta directamente a los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado, como boletas, comprobante electrónicos, registro de compra o venta, etc.",29.061,0,0,0,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Circular N° 40 del 09 de Mayo del 2025,Tablas de impuesto único de segunda categoría para el mes de junio de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu40.pdf,circular,No relevante,"El normativo no menciona directamente any de los temas relevantes como boletas, comprobante electrónico, registro de compra, venta, etc. Su enfoque está en ajustes al impuesto tributario del segundo nivel (Iusc) y cálculos específicos, lo que no se alienta a una relevancia directa con el sistema de cumplimiento automático de la empresa finteca.",33.073,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 19 del 06 de Marzo del 2025,"Imparte instrucciones sobre diversas modificaciones introducidas por la Ley N° 21.713 al Código Tributario. Modifica Circulares N°12 de 2021 y N°41 de 2021, modificada por la N°47 de 2022",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu19.pdf,circular,Relevante,"El texto aborda detalles técnicos sobre la administación legal de declaraciones, impuestos y procesos de fiscalización, lo cual es relevante para aquellos que necesitan entender cómo funcionan los sistemas tributarios y legales.",32.408,0,0,0,Relevante,Contiene 'pagos electrónicos' | Contiene 'cumplimiento tributario' | Contiene 'donaciones',2025,3,5
Resolución Exenta SII N° 55 del 30 de Abril del 2025,Imparte instrucciones sobre el procedimiento de fiscalización unificado del artículo 59 ter del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso55.pdf,resolucion,Relevante,"La nueva normativa se centra en procedimientos de fiscalización unificada que incluyen el uso de medios electrónicos y operadores, los cuales son directamente relacionados con los temas de electronic payments (medios de pago electrónicos), inicio de actividades (operadores y administradores) y la applicable de procesos generales que afectan el cumplimiento automatizado del sistema.",23.609,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 02 del 03 de Enero del 2025,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso2.pdf,resolucion,Relevante,"La nueva normativa se centra en la automización de procesos de contabilidad electrónica para contribuyentes, lo cual es directamente relevante al sistema de cumplimiento tributario automatizado. Trata sobre el modelado de operaciones de contabilidad electrónica y el almacenamiento digital de libros contables, que son temas relacionados con la automización necesaria en un entorno de fintech.",30.534,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 35 del 30 de Abril del 2025,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 en el Código Tributario, en materia de notificaciones. Deja sin efecto la Circular N° 34 de 2015, modificada por Circulares N° 23 de 2016 y N° 12 de 2021",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu35.pdf,circular,Relevante,"La información es relevante porque describe las diferentes formas de notificación que debe realizar el servicio, los plazos correspondientes y las consecuencias de no cumplir con las normas establecidas.",27.233,0,0,0,No Relevante,Contiene Artículo 68 del Código Tributario | Contiene 'inicio de actividades',2025,2,2
Resolución Exenta SII N° 50 del 24 de Abril del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Hualpén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso50.pdf,resolucion,No relevante,"La nueva normativa se centra en el acceso a servicios de interoperabilidad cartografía digital para las municipalidades, facilitando la gestión del impuesto territorial. No se relaciona directamente con los temas deboletas, comprobante electrónico, registro de compra o venta, cumplimiento tributario, nor con el inicio de actividades, medios de pago electrónico, POS/puntos de venta, operadores y administradores, comercio electrónico ni PSP.",27.98,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 5 del 10 de Enero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2025 y el 9 de febrero de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu5.pdf,circular,No relevante,"La nueva normativa se centra en operaciones de crédito de dinero y fija el valor de la unidad de fomento, topics relacionados con la Banca Central y el impuesto a la renta. No se relacionan directamente con los temas definidos para la relevancia en el contexto del sistema de cumplimiento normativo automatizado de una fintech.",22.218,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 12 del 17 de Enero del 2025,"Establece la obligación de entregar representación impresa o virtual de la boleta electrónica y del comprobante de pago electrónico, en las condiciones que se indican.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso12.pdf,resolucion,Relevante,"La nueva normativa se centra en la obligación de entregar representaciones impresas y virtuales de boletas electrónicas y comprobante de pago, lo cual directly afecta el proceso de cumplimiento tributario. Esto es relevante para el sistema ya que establece normas claras sobre la presentación de documentos tributarios electrónicos, lo que facilita su implementación y cumplimiento.",27.575,0,0,0,Relevante,Contiene 'cumplimiento tributario' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 44 del 07 de Abril del 2025,Instruye sobre forma de documentar e identificar al pagador en las operaciones de venta conforme al artículo 92 ter del código tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso44.pdf,resolucion,Relevante,"La nueva normativa se centra en la documentación y el seguimiento de la identificación del pagador durante las operaciones de venta, lo cual es directamente relacionado con la gestión de boletas y comprobante electrónicos. Además, establece procedimientos para la emisión de facturas y el uso de medios de pago electrónicos, lo cual es crítico para un sistema Fintech que busca automatear el cumplimiento tributario y reducir el uso de efectivo en operaciones de alta valor.",25.802,0,0,0,Relevante,Contiene 'pagos electrónicos' | Contiene 'boletas electrónicas',2025,2,5
Resolución Exenta SII N° 78 del 26 de Junio del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Peñalolén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso78.pdf,resolucion,No relevante,"La nueva normativa se centra en el acceso a servicios de interoperabilidad cartografía digital para municipalidades, lo cual no directly relaciona con los temas de cumplimiento tributario automatizado, registrazione de compra o venta, o operadores y administradores.",29.28,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 31 del 17 de Abril del 2025,"Imparte instrucciones acerca de las normas incorporadas en el Código Tributario por las Leyes N° 21.713 y N° 21.716, en materia de medidas antielusión. Deja sin efecto la Circular N° 65 de 2015.",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu31.pdf,circular,Relevante,"El documento trata sobre regulaciones legales relacionadas con la impuestos en México, específicamente sobre cómo sancionar a los contribuyentes que cometaan abusos o simulaciones en el pago de impuestos. Esto es relevante para asegurar la justicia y la iusoria en el sistema tributario, prevenir manipulaciones del sistema y garantizar que las personas y empresas sean sometidas a sanciones adecuadas cuando cometan actos ileales.",43.741,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 76 del 26 de Junio del 2025,"Fija nóminas de agentes retenedores y de contribuyentes sujetos a retención, conforme a resolución Ex. SII N° 42, de 30 de abril de 2018, que dispuso el cambio de sujeto para el cumplimiento de IVA.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso76.pdf,resolucion,No relevante,"La normativa se centra en los cambios de sujeto y las registeredes relacionadas con el cumplimiento del IVA, que no directamente afectan los sistemas de pagos, transacciones o procesos generales de la fintech.",20.867,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 15 del 10 de Febrero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de febrero de 2025 y el 9 de marzo de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu15.pdf,circular,No relevante,"La nueva normativa se centra en operaciones de crédito de dinero y el cálculo del valor de la Unidad de Fomento, lo cual no está relacionado con los temas definidos como relevantes para el sistema de cumplimiento normativo automatizado de una fintech.",19.997,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 31 del 13 de Marzo del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de La Unión.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso31.pdf,resolucion,No relevante,"La nueva normativa se centra en el acceso a servicios de interoperabilidad cartografía digital (SII-Mapas) para las municipalidades, mencionando protocolos de acceso, implementación de mapas WMS y WMTS, configuraciones de capas como polígonos, y protección de información confidencial. No se relaciona directamente con los temas definiendo la relevancia, como boletas, comprobante electrónico, registro de compra, venta, cumplimiento tributario, inicio de actividades, medios de pago electrónico, POS o puntos de venta, operadores y administradores, comercio electrónico, PSP.",32.376,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 20 del 10 de Marzo del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de marzo de 2025 y el 9 de abril de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu20.pdf,circular,No relevante,"La nueva normativa se centra en el valor de la unidad de fomento durante un período específico relacionado con operaciones de crédito. No se mencionan temas como boletas, comprobante electrónico, registro de compra o venta, cumplimiento tributario, etc., por lo que no es relevante para el sistema de cumplimiento tributario automatizado.",19.901,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 8 del 28 de Enero del 2025,Informa tabla de cálculos de reajustes y multas para el mes de febrero 2025.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu8.pdf,circular,No relevante,"La nueva normativa se centra en cálculos de reajustes y multas específicos relacionados con el código tributario, artículos 53 y 97, y no se relaciona directamente con los temas definidos como relevantes para el sistema de cumplimiento tributario automatizado, como boletas, comprobante electrónico, registro de compra o venta, etc.",29.875,0,0,0,No Relevante,No se encontraron reglas de negocio,2025,0,0
