nombre,descripcion,fuente,url,tipo_documento,relevancia_predicha,explicacion_predicha,tiempo_ejecucion_seg,tokens_prompt,tokens_respuesta,tokens_totales,relevancia_real,explicacion_real,ano,exitos,peso_real
Circular N° 34 del 25 de Abril del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 a los artículos 101 y 206 del Código Tributario. Modifica Circular N° 35 de 2022,Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu34.pdf,circular,No Relevante,"La circular regula sanciones y obligaciones de reserva para funcionarios del SII y otros organismos públicos, sin modificar procesos generales de cumplimiento tributario, boletas, comprobantes electrónicos, registros de compra/venta, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP. No cumple reglas de negocio.",6.425,1283,74,1357,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 22 del 11 de Marzo del 2025,Informa tabla de cálculos de reajustes y multas para el mes de abril 2025.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu22.pdf,circular,No Relevante,"La circular informa tablas de reajustes y multas aplicables a impuestos adeudados, pero no regula ni modifica procesos relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP. Se trata de información de parámetros para el cálculo de sanciones y reajustes, sin impacto directo en los sistemas de cumplimiento normativo automatizado de una fintech.",2.669,1698,103,1801,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 71 del 19 de Junio del 2025,"Imparte instrucciones sobre procedimiento para que las empresas certificadoras independientes puedan otorgar certificación anual de sostenibilidad tributaria a los contribuyentes, de acuerdo con el párrafo segundo del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso71.pdf,resolucion,Relevante,"La resolución regula procedimientos y requisitos para la certificación anual de sostenibilidad tributaria, exigiendo la implementación y documentación de sistemas de cumplimiento tributario, gobernanza fiscal, control fiscal y matrices de riesgo, así como la trazabilidad y evidencia de cumplimiento tributario. Estos aspectos inciden directamente en los procesos de cumplimiento tributario automatizado de una fintech, ya que afectan la forma en que se documentan, controlan y reportan las obligaciones tributarias, lo que es parte central de los sistemas de cumplimiento normativo automatizado.",5.377,15085,120,15205,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 46 del 10 de Abril del 2025,Aprueba Convenio de Intercambio de Información y Colaboración entre la Superintendencia de Educación y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso46.pdf,resolucion,No Relevante,"La normativa aprueba un convenio de intercambio de información y colaboración entre la Superintendencia de Educación y el SII, enfocado en el traspaso de datos para fiscalización y control de sostenedores educacionales. Aunque menciona registros de compras, boletas y validación de documentos tributarios, su alcance es específico para el sector educativo y no modifica procesos generales ni introduce cambios normativos aplicables de manera transversal al cumplimiento tributario automatizado de una fintech. No cumple reglas de negocio.",5.148,7801,113,7914,No Relevante,Contiene 'donaciones',2025,1,1
Circular N° 14 del 10 de Febrero del 2025,Tablas de impuesto único de segunda categoría para el mes de marzo de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu14.pdf,circular,No Relevante,"La normativa se refiere exclusivamente a la actualización de tablas y procedimientos para el cálculo y retención del impuesto único de segunda categoría y global complementario, sin abordar temas de boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. No cumple reglas de negocio.",2.828,2655,88,2743,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 49 del 17 de Abril del 2025,Tramitación de las autodenuncias conforme al artículo 100 sexies del Código Tributario.,Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso49.pdf,resolucion,No Relevante,"La normativa regula el procedimiento para la tramitación de autodenuncias por diferencias de impuestos que podrían constituir delitos tributarios, pero no trata explícitamente sobre boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario automatizado, inicio de actividades, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. No modifica procesos generales de cumplimiento automatizado relevantes para una fintech según las reglas de negocio.",2.381,2067,104,2171,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 43 del 05 de Junio del 2025,"Tabla de Cálculos de Reajustes, Intereses y Multas sobre Pagos Provisionales Mensuales Obligatorios (PPMO) con obligación tributaria anual cumplida, para aplicarse durante el año 2025.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/circulares/2025/circu43.pdf,circular,No Relevante,"La normativa se refiere a tablas de cálculo de reajustes, intereses y multas aplicables a Pagos Provisionales Mensuales Obligatorios (PPMO) y no trata explícitamente ninguno de los temas definidos como relevantes (boletas, comprobantes electrónicos, registro de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico, PSP). No modifica procesos generales de cumplimiento automatizado de la fintech según las reglas de negocio.",2.655,2189,107,2296,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 17 del 07 de Febrero del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Servicio Electoral y el Servicio de Impuestos Internos,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso17.pdf,resolucion,No Relevante,"No cumple reglas de negocio. La normativa aprueba un addendum a un convenio de intercambio de información y colaboración entre el Servicio Electoral y el SII, enfocado en el acceso a servicios de cartografía digital y datos catastrales para fines institucionales. No regula ni modifica procesos generales relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP.",2.342,2457,110,2567,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 45 del 10 de Abril del 2025,"Fija contenido, forma y plazo para dar cumplimiento a la obligación de informar de la superintendencia del medio ambiente, respecto de los proyectos de inversión, en el contexto de la contribución para el desarrollo regional.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso45.pdf,resolucion,No Relevante,"La normativa regula la obligación de informar sobre proyectos de inversión a la Superintendencia del Medio Ambiente en el contexto de la contribución para el desarrollo regional, pero no trata explícitamente temas de boletas, comprobantes electrónicos, registro de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. No cumple reglas de negocio.",2.429,1778,93,1871,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 69 del 19 de Junio del 2025,Instruye forma en que los bancos comerciales deben cumplir la obligación a que se refiere el inciso segundo del artículo 89 del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso69.pdf,resolucion,Relevante,"La normativa instruye a los bancos comerciales sobre la obligación de exigir y verificar el inicio de actividades de personas jurídicas o entidades empresariales al tramitar operaciones de crédito, préstamo u otras operaciones patrimoniales, y establece la forma de informar dicha información al SII. El ""inicio de actividades"" es uno de los temas definidos como relevantes, ya que afecta directamente los procesos de cumplimiento tributario automatizado de la fintech en relación con la validación y reporte de operaciones de clientes empresariales.",2.987,1367,110,1477,No Relevante,Contiene 'inicio de actividades',2025,1,1
Resolución Exenta SII N° 13 del 24 de Enero del 2025,"Revoca facultad y deja sin efecto Resolución Exenta SII N° 69, de 2017; delega facultad en el Subdirector de Asistencia al Contribuyente en la materia que indica.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso13.pdf,resolucion,No Relevante,"La normativa se refiere únicamente a la delegación y revocación de facultades internas para autorizar la entrega de información en el marco de convenios de cooperación interinstitucional, sin modificar procesos generales ni tratar temas directamente relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico o PSP. No cumple reglas de negocio.",1.742,800,98,898,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 72 del 19 de Junio del 2025,"Establece contenido y procedimiento de suscripción y ejecución de acuerdos de cooperación con grupos empresariales, conforme con los incisos tercero y cuarto del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso72.pdf,resolucion,Relevante,"La resolución regula de manera general y explícita el ""cumplimiento tributario"", estableciendo procedimientos, estándares y planes de cumplimiento tributario para grupos empresariales, incluyendo la implementación de sistemas de gobernanza fiscal y marcos de control fiscal. Estos elementos son centrales para los sistemas de cumplimiento normativo automatizado de una fintech, ya que afectan directamente la forma en que se gestionan y reportan las obligaciones tributarias, la trazabilidad de la información y la interacción con el SII. La normativa no se limita a procedimientos internos ni a acuerdos individuales, sino que establece un marco general aplicable a múltiples contribuyentes, impactando procesos automatizados de cumplimiento tributario.",4.594,17448,148,17596,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 80 del 26 de Junio del 2025,Establece procedimiento para presentar la solicitud de no ser notificado por correo electrónico en las situaciones que prevé el inciso primero del artículo 11 del Código Tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso80.pdf,resolucion,No Relevante,"La normativa establece un procedimiento para solicitar la excepción a la notificación por correo electrónico, regulando aspectos formales de comunicación entre el SII y los contribuyentes. No trata temas directamente relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP. No cumple reglas de negocio.",4.193,1319,92,1411,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 28 del 06 de Marzo del 2025,"Fija procedimiento para la suscripción de acuerdos anticipados de precios de transferencia, conforme al N° 7 del Artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto Resoluciones Ex. N° 68 de 2013 y N° 114 de 2022.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso28.pdf,resolucion,No Relevante,"La normativa regula el procedimiento para la suscripción de acuerdos anticipados de precios de transferencia (APA) entre contribuyentes y el SII, conforme al artículo 41 E de la Ley sobre Impuesto a la Renta. No trata explícitamente temas de boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, inicio de actividades, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. No cumple reglas de negocio.",3.489,4614,111,4725,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 10 del 30 de Enero del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 al artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto la Circular N° 29 de 2013.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu10.pdf,circular,No Relevante,"La Circular N° 10 del 30 de Enero del 2025 imparte instrucciones sobre precios de transferencia y operaciones entre partes relacionadas conforme al artículo 41 E de la Ley sobre Impuesto a la Renta. Si bien trata sobre cumplimiento tributario en sentido amplio, no regula ni modifica aspectos directamente relacionados con boletas, comprobantes electrónicos, registro de compra/venta, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP, ni afecta procesos generales de cumplimiento automatizado de una fintech en los temas definidos. Se centra en fiscalización y determinación de precios de transferencia para operaciones transfronterizas, no en los procesos operativos o documentales relevantes para el sistema de cumplimiento normativo automatizado de una fintech.",6.297,19404,164,19568,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 51 del 25 de Abril del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Banco Central de Chile y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso51.pdf,resolucion,Relevante,"La normativa modifica el convenio de intercambio de información entre el SII y el Banco Central, incorporando expresamente la entrega de información sobre comprobantes de boleta electrónica, boletas electrónicas, registro de compra y venta, y formularios asociados al IVA de servicios digitales. Estos temas están directamente relacionados con boletas, comprobantes electrónicos, registro de compra y venta, y cumplimiento tributario, todos relevantes para el sistema de cumplimiento normativo automatizado de una fintech.",3.224,5517,106,5623,Relevante,Contiene 'registro de compra' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 62 del 22 de Mayo del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso62.pdf,resolucion,No Relevante,"La normativa aprueba un addendum a un convenio de intercambio de información y colaboración entre la Dirección de Presupuestos y el SII, enfocado en el traspaso de información tributaria (formularios F29, F50, F22) para fines de gestión presupuestaria y coordinación institucional. No regula ni modifica procesos generales relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP. Se trata de un acuerdo institucional y no afecta directamente el sistema de cumplimiento normativo automatizado de la fintech.",3.063,3233,138,3371,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 34 del 19 de Marzo del 2025,OTORGA CONDONACIÓN SOBRE MULTAS INFRACCIONALES EN LOS CASOS QUE SE SEÑALAN,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso34.pdf,resolucion,No Relevante,"La normativa se refiere exclusivamente a la condonación de multas por la presentación fuera de plazo de la declaración jurada anual 1948 sobre retiros, remesas o dividendos distribuidos, y no aborda ninguno de los temas definidos como relevantes (boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico, PSP, etc.). No modifica procesos generales de cumplimiento automatizado para la fintech.",2.025,849,110,959,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Circular N° 40 del 09 de Mayo del 2025,Tablas de impuesto único de segunda categoría para el mes de junio de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu40.pdf,circular,No Relevante,"No cumple reglas de negocio. La normativa se refiere a tablas de impuesto único de segunda categoría y procedimientos de cálculo de tributos personales, sin relación directa con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado de la fintech, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP.",2.078,2708,80,2788,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 19 del 06 de Marzo del 2025,"Imparte instrucciones sobre diversas modificaciones introducidas por la Ley N° 21.713 al Código Tributario. Modifica Circulares N°12 de 2021 y N°41 de 2021, modificada por la N°47 de 2022",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu19.pdf,circular,Relevante,"La Circular N° 19 del 06 de Marzo del 2025 introduce y regula modificaciones relevantes para el sistema de cumplimiento normativo automatizado de una fintech, incluyendo: (i) nuevas obligaciones y procedimientos para el cumplimiento tributario electrónico, (ii) disposiciones sobre el uso de medios de pago electrónicos y la identificación del pagador en operaciones de alto valor (artículo 92 ter), (iii) emisión de facturas de compra para bienes usados (artículo 88 bis), (iv) registro y trazabilidad de operaciones de compra y venta, (v) procedimientos y plazos de fiscalización, y (vi) derechos de los contribuyentes respecto a la información y cumplimiento electrónico. Estas materias inciden directamente en los procesos automatizados de boletas, comprobantes electrónicos, registro de compra/venta, medios de pago electrónicos y cumplimiento tributario, todos temas definidos como relevantes según las reglas de negocio.",6.973,20170,198,20368,Relevante,Contiene 'pagos electrónicos' | Contiene 'cumplimiento tributario' | Contiene 'donaciones',2025,3,5
Resolución Exenta SII N° 55 del 30 de Abril del 2025,Imparte instrucciones sobre el procedimiento de fiscalización unificado del artículo 59 ter del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso55.pdf,resolucion,No Relevante,"La normativa regula el procedimiento de fiscalización unificado para grupos empresariales según el artículo 59 ter del Código Tributario, enfocándose en aspectos administrativos y de fiscalización general. No trata explícitamente temas de boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP, ni modifica procesos generales que afecten el cumplimiento automatizado de la fintech.",3.422,2251,106,2357,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 02 del 03 de Enero del 2025,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso2.pdf,resolucion,No Relevante,"La resolución autoriza individualmente a ciertos contribuyentes a operar bajo el modelo de contabilidad electrónica y otorga códigos de autorización de libros, pero no introduce cambios generales ni modifica procesos aplicables de manera transversal al cumplimiento tributario automatizado de la fintech. Se trata de autorizaciones particulares y no de una normativa de alcance general sobre boletas, comprobantes electrónicos, registros de compra/venta, medios de pago electrónicos, POS, operadores, comercio electrónico o PSP.",2.749,2167,107,2274,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 35 del 30 de Abril del 2025,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 en el Código Tributario, en materia de notificaciones. Deja sin efecto la Circular N° 34 de 2015, modificada por Circulares N° 23 de 2016 y N° 12 de 2021",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu35.pdf,circular,No Relevante,"La Circular N° 35 del 30 de Abril del 2025 regula procedimientos y requisitos para las notificaciones administrativas del SII a los contribuyentes, enfocándose en la forma, medios y validez de las notificaciones (correo electrónico, carta certificada, cédula, etc.). No introduce ni modifica obligaciones o procesos directamente relacionados con boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario automatizado, inicio de actividades, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. Por tanto, no afecta directamente los sistemas de cumplimiento normativo automatizado de una fintech según las reglas de negocio definidas.",4.309,12228,149,12377,No Relevante,Contiene Artículo 68 del Código Tributario | Contiene 'inicio de actividades',2025,2,2
Resolución Exenta SII N° 50 del 24 de Abril del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Hualpén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso50.pdf,resolucion,No Relevante,"La normativa autoriza el acceso a servicios de cartografía digital para una municipalidad y regula el uso de información territorial, sin tratar temas de boletas, comprobantes electrónicos, registros de compra/venta, cumplimiento tributario general, medios de pago electrónicos, POS, operadores, administradores, comercio electrónico ni PSP. No cumple reglas de negocio.",2.308,2097,82,2179,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 5 del 10 de Enero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2025 y el 9 de febrero de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu5.pdf,circular,No Relevante,"No cumple reglas de negocio. La normativa solo publica valores de la Unidad de Fomento para un período específico y no regula ni modifica procesos relacionados con boletas, comprobantes electrónicos, registros de compra o venta, cumplimiento tributario automatizado, medios de pago electrónicos, POS, operadores, comercio electrónico ni PSP.",1.935,927,75,1002,No Relevante,No se encontraron reglas de negocio,2025,0,0
