nombre,descripcion,fuente,url,tipo_documento,relevancia_predicha,explicacion_predicha,tiempo_ejecucion_seg,tokens_prompt,tokens_respuesta,tokens_totales,relevancia_real,explicacion_real,ano,exitos,peso_real
Resolución Exenta SII N° 69 del 19 de Junio del 2025,Instruye forma en que los bancos comerciales deben cumplir la obligación a que se refiere el inciso segundo del artículo 89 del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso69.pdf,resolucion,Relevante,"La normativa se relaciona directamente con los temas ""inicio de actividades"" y ""cumplimiento tributario"", que están explícitamente listados como criterios de relevancia. Específicamente, establece la obligación para los bancos comerciales de verificar el inicio de actividades de personas jurídicas al tramitar operaciones de crédito o financiamiento, lo cual constituye una modificación significativa en los procesos de cumplimiento tributario asociados a dichas operaciones.",26.928,1419,96,3690,No Relevante,Contiene 'inicio de actividades',2025,1,1
Resolución Exenta SII N° 13 del 24 de Enero del 2025,"Revoca facultad y deja sin efecto Resolución Exenta SII N° 69, de 2017; delega facultad en el Subdirector de Asistencia al Contribuyente en la materia que indica.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso13.pdf,resolucion,No Relevante,"La normativa se refiere a un procedimiento administrativo interno del SII, específicamente a la delegación de facultades del Director al Subdirector de Asistencia al Contribuyente para autorizar la entrega de información en el marco de convenios interinstitucionales. No modifica ninguna obligación, proceso o requisito relacionado con boletas, comprobantes electrónicos, registros de compra/venta, medios de pago o cualquier otro tema relevante para el sistema de cumplimiento automatizado de la fintech.",16.797,828,104,2240,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 72 del 19 de Junio del 2025,"Establece contenido y procedimiento de suscripción y ejecución de acuerdos de cooperación con grupos empresariales, conforme con los incisos tercero y cuarto del N° 18 del artículo 8° del Código Tributario.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso72.pdf,resolucion,No Relevante,"La normativa establece un procedimiento voluntario para que grupos empresariales suscriban acuerdos de cooperación y obtengan una certificación de sostenibilidad tributaria. Aunque el tema general es el ""cumplimiento tributario"", se enfoca en un marco de relación colaborativa y de gobernanza fiscal de alto nivel, no en los procesos operativos y automatizados (como emisión de boletas, registros de compra/venta, etc.) que el sistema de la fintech gestiona. Cae en la categoría de regulación de acuerdos institucionales y procedimientos internos del SII sin modificar reglas generales que afecten el cumplimiento automatizado.",21.491,17196,132,18879,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Resolución Exenta SII N° 80 del 26 de Junio del 2025,Establece procedimiento para presentar la solicitud de no ser notificado por correo electrónico en las situaciones que prevé el inciso primero del artículo 11 del Código Tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso80.pdf,resolucion,No Relevante,"La normativa establece un procedimiento administrativo para que los contribuyentes soliciten una excepción a la notificación por correo electrónico. Este es un trámite individual y no modifica los procesos generales de cumplimiento tributario automatizado, como la emisión de documentos electrónicos o la gestión de registros de compra y venta, que son el foco del sistema de la fintech.",17.757,1342,80,2756,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 28 del 06 de Marzo del 2025,"Fija procedimiento para la suscripción de acuerdos anticipados de precios de transferencia, conforme al N° 7 del Artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto Resoluciones Ex. N° 68 de 2013 y N° 114 de 2022.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso28.pdf,resolucion,No Relevante,"La normativa establece el procedimiento para suscribir Acuerdos Anticipados de Precios de Transferencia (APA), un mecanismo específico para contribuyentes con operaciones transfronterizas entre partes relacionadas. Este tema no se relaciona directamente con las áreas de cumplimiento masivo y automatizado definidas, como boletas, registros de compra/venta o medios de pago electrónicos.",17.951,4601,84,6088,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 10 del 30 de Enero del 2025,Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 al artículo 41 E de la Ley sobre Impuesto a la Renta. Deja sin efecto la Circular N° 29 de 2013.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu10.pdf,circular,No Relevante,"La normativa se centra exclusivamente en la regulación de precios de transferencia para operaciones transfronterizas entre partes relacionadas (artículo 41 E de la Ley de Impuesto a la Renta). Este es un ámbito de cumplimiento tributario muy específico y complejo que no se relaciona directamente con los temas operativos de la fintech, tales como boletas, comprobantes electrónicos, registros de compra/venta, medios de pago o POS. Por lo tanto, no afecta los procesos de cumplimiento automatizado del sistema.",22.814,19350,113,21054,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 51 del 25 de Abril del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre el Banco Central de Chile y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso51.pdf,resolucion,Relevante,"La normativa detalla explícitamente la estructura y el intercambio de información de documentos y registros tributarios que son centrales para el sistema. Específicamente, se refiere a: ""registro de compra y venta"", ""comprobante de boleta electrónica"", ""boleta electrónica"" y ""documentos tributarios electrónicos (DTE)"". Estos temas coinciden directamente con los criterios de relevancia definidos.",21.087,5811,94,7474,Relevante,Contiene 'registro de compra' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 62 del 22 de Mayo del 2025,Aprueba Addendum al Convenio de Intercambio de Información y Colaboración entre la Dirección de Presupuestos y el Servicio de Impuestos Internos.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso62.pdf,resolucion,No Relevante,"La normativa regula un convenio de intercambio de información entre el SII y la Dirección de Presupuestos, lo cual constituye un procedimiento interinstitucional. No modifica obligaciones, plazos, ni la forma de declaración de impuestos (F29, F50) para los contribuyentes, por lo que no afecta directamente los procesos de cumplimiento tributario automatizado de la fintech.",19.447,3710,88,5229,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 34 del 19 de Marzo del 2025,OTORGA CONDONACIÓN SOBRE MULTAS INFRACCIONALES EN LOS CASOS QUE SE SEÑALAN,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso34.pdf,resolucion,No Relevante,"La normativa establece una condonación de multas específica y acotada en el tiempo para la presentación fuera de plazo de la DJ 1948, debido a una contingencia puntual. No modifica de forma permanente ningún proceso de cumplimiento tributario, ni establece nuevas obligaciones o procedimientos que requieran una adaptación en un sistema automatizado. Se trata de una medida de gracia y no de un cambio en las reglas de negocio.",17.914,888,100,2394,No Relevante,Contiene 'cumplimiento tributario',2025,1,1
Circular N° 40 del 09 de Mayo del 2025,Tablas de impuesto único de segunda categoría para el mes de junio de 2025 e información adicional relacionada con dicho tributo.,Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu40.pdf,circular,No Relevante,"La normativa se centra en la actualización de las tablas de cálculo del Impuesto Único de Segunda Categoría (IUSC), que grava las rentas del trabajo dependiente. Este tema no se relaciona directamente con ninguno de los criterios de relevancia definidos, como boletas, comprobantes electrónicos, registros de compra/venta, medios de pago o POS.",17.334,3665,84,5101,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 19 del 06 de Marzo del 2025,"Imparte instrucciones sobre diversas modificaciones introducidas por la Ley N° 21.713 al Código Tributario. Modifica Circulares N°12 de 2021 y N°41 de 2021, modificada por la N°47 de 2022",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu19.pdf,circular,Relevante,"La normativa introduce modificaciones directas al Código Tributario que impactan el cumplimiento normativo automatizado. Específicamente, la incorporación de los artículos 88 bis y 92 ter:",31.692,20350,212,22678,Relevante,Contiene 'pagos electrónicos' | Contiene 'cumplimiento tributario' | Contiene 'donaciones',2025,3,5
Resolución Exenta SII N° 55 del 30 de Abril del 2025,Imparte instrucciones sobre el procedimiento de fiscalización unificado del artículo 59 ter del código tributario.,Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso55.pdf,resolucion,No Relevante,"La normativa establece un procedimiento interno del SII para la fiscalización unificada de grupos empresariales. No modifica directamente las obligaciones de emisión de boletas, comprobantes electrónicos, registros de compra/venta, ni otros procesos de cumplimiento tributario que el sistema automatiza. Se enfoca en la organización y ejecución de la fiscalización por parte del Servicio, no en las obligaciones del contribuyente.",18.411,2284,91,3808,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 02 del 03 de Enero del 2025,Autoriza a proceder conforme al modelo de operación de contabilidad electrónica a los contribuyentes que señala,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso2.pdf,resolucion,No Relevante,La normativa se limita a fijar una nómina de contribuyentes específicos a los que se autoriza para operar con contabilidad electrónica. No modifica las reglas generales del modelo de contabilidad electrónica ni introduce cambios en los procesos de cumplimiento tributario que requieran una actualización del sistema automatizado.,17.401,2808,71,4215,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 35 del 30 de Abril del 2025,"Imparte instrucciones sobre las modificaciones introducidas por la Ley N° 21.713 en el Código Tributario, en materia de notificaciones. Deja sin efecto la Circular N° 34 de 2015, modificada por Circulares N° 23 de 2016 y N° 12 de 2021",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu35.pdf,circular,Relevante,"La normativa modifica las reglas sobre cómo el SII notifica sus actuaciones, estableciendo la notificación por correo electrónico y la publicación en el sitio personal del contribuyente como mecanismos principales. Esto se relaciona directamente con el ""cumplimiento tributario"", ya que las notificaciones son el medio oficial para comunicar fiscalizaciones, citaciones y otros actos que inician plazos y obligaciones para el contribuyente, afectando los procesos que un sistema automatizado debe gestionar.",22.511,12331,103,14013,No Relevante,Contiene Artículo 68 del Código Tributario | Contiene 'inicio de actividades',2025,2,2
Resolución Exenta SII N° 50 del 24 de Abril del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Hualpén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso50.pdf,resolucion,No Relevante,"La normativa establece una autorización individual para que una municipalidad específica acceda a un sistema de información cartográfica del SII, relacionado con el impuesto territorial. Esto corresponde a un acuerdo institucional que no modifica procesos generales ni se relaciona con los temas de interés definidos, como boletas, medios de pago o cumplimiento tributario de la fintech.",15.255,2142,80,3404,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 5 del 10 de Enero del 2025,"Operaciones de crédito de dinero. Valor de la Unidad de Fomento para los días comprendidos entre el 10 de enero de 2025 y el 9 de febrero de 2025, ambos inclusive.",Subdireccion Normativa,https://www.sii.cl/normativa_legislacion/circulares/2025/circu5.pdf,circular,No Relevante,"La normativa se limita a publicar la tabla de valores de la Unidad de Fomento (UF) para un período específico. Aunque la UF es un dato utilizado en cálculos tributarios, esta circular no modifica ninguna regla, proceso o sistema de cumplimiento. Es una publicación informativa y periódica que no afecta directamente la lógica de negocio del sistema automatizado, el cual debería obtener estos valores de fuentes de datos y no de circulares individuales.",15.458,1177,99,2475,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 12 del 17 de Enero del 2025,"Establece la obligación de entregar representación impresa o virtual de la boleta electrónica y del comprobante de pago electrónico, en las condiciones que se indican.",Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso12.pdf,resolucion,Relevante,"La normativa modifica directamente las obligaciones de emisión de **boletas electrónicas** y **comprobantes de pago electrónicos**, estableciendo la obligatoriedad de su entrega impresa en operaciones presenciales. Esto impacta directamente en los sistemas de **POS o puntos de venta**, los procesos asociados a **medios de pago electrónicos** y el **cumplimiento tributario** general que el sistema de la fintech debe gestionar y automatizar.",17.897,1931,99,3546,Relevante,Contiene 'cumplimiento tributario' | Contiene 'boletas electrónicas',2025,2,3
Resolución Exenta SII N° 44 del 07 de Abril del 2025,Instruye sobre forma de documentar e identificar al pagador en las operaciones de venta conforme al artículo 92 ter del código tributario.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso44.pdf,resolucion,Relevante,"La normativa modifica directamente la emisión de **boletas** y **comprobantes electrónicos** para ventas que superen un umbral específico (135 UF). Impone la obligación de identificar al comprador y registrar la forma de pago, afectando los sistemas de emisión, los **POS**, el **registro de venta** y el **cumplimiento tributario** general. Además, establece el uso de **medios de pago electrónicos** como requisito obligatorio en ciertos escenarios, lo cual es central para una fintech.",20.626,1979,116,3695,Relevante,Contiene 'pagos electrónicos' | Contiene 'boletas electrónicas',2025,2,5
Resolución Exenta SII N° 78 del 26 de Junio del 2025,Autoriza acceso a los Servicios de Interoperabilidad Cartografía Digital “SII-MAPAS” a la Ilustre Municipalidad de Peñalolén.,Subdireccion De Asistencia Al Contribuyente,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso78.pdf,resolucion,No Relevante,"La normativa consiste en una autorización específica para una entidad municipal, regulando un acuerdo institucional para el acceso a información cartográfica relacionada con el impuesto territorial. No modifica procesos generales ni se relaciona con ninguno de los temas definidos como relevantes, como boletas, comprobantes electrónicos, registros de compra/venta o medios de pago.",16.347,2147,78,3477,No Relevante,No se encontraron reglas de negocio,2025,0,0
Circular N° 31 del 17 de Abril del 2025,"Imparte instrucciones acerca de las normas incorporadas en el Código Tributario por las Leyes N° 21.713 y N° 21.716, en materia de medidas antielusión. Deja sin efecto la Circular N° 65 de 2015.",Subdireccion Juridica,https://www.sii.cl/normativa_legislacion/circulares/2025/circu31.pdf,circular,Relevante,"La normativa se relaciona directamente con el tema de **cumplimiento tributario**. Define y regula las medidas antielusión, el abuso de formas jurídicas y la simulación, estableciendo los procedimientos de fiscalización y sanción que aplicará el SII. Para un sistema de cumplimiento automatizado, es fundamental conocer este marco para evaluar los riesgos tributarios de las operaciones y estructuras que procesa o asesora, asegurando que no faciliten esquemas que puedan ser calificados como elusivos por la autoridad fiscal.",22.202,16564,117,18242,No Relevante,No se encontraron reglas de negocio,2025,0,0
Resolución Exenta SII N° 76 del 26 de Junio del 2025,"Fija nóminas de agentes retenedores y de contribuyentes sujetos a retención, conforme a resolución Ex. SII N° 42, de 30 de abril de 2018, que dispuso el cambio de sujeto para el cumplimiento de IVA.",Subdireccion De Fiscalizacion,https://www.sii.cl/normativa_legislacion/resoluciones/2025/reso76.pdf,resolucion,No Relevante,"La normativa se limita a fijar y publicar nóminas específicas de contribuyentes para un período determinado, lo cual es un criterio explícito de exclusión. No introduce ni modifica reglas o procesos generales de cumplimiento tributario que afecten al sistema automatizado.",17.505,1405,64,2806,No Relevante,No se encontraron reglas de negocio,2025,0,0
